Order_ID,Date,Customer_Name,City,Category,Product,Price,Quantity,Discount_Percent,Revenue,Profit
ORD0255,2025-05-29,Aarav Sharma,Varanasi,Furniture,Office Chair,18008,8,5,136860.8,38889.3
ORD0256,2025-11-25,Vikas Singh,Hyderabad,Clothing,Shirt,3268,2,10,5882.4,712.6
ORD0257,2025-02-27,Neha Patel,Mumbai,Home Appliances,Microwave,15261,8,10,109879.2,10790.45
ORD0258,2025-06-01,Pooja Agarwal,Bengaluru,Home Appliances,Air Cooler,17773,3,0,53319.0,12484.88
ORD0259,2025-07-25,Karan Mehta,Delhi,Furniture,Coffee Table,9643,7,20,54000.8,7127.12
ORD0260,2025-07-16,Priya Gupta,Lucknow,Furniture,Desk,11822,6,5,67385.4,3484.33
ORD0261,2025-12-21,Priya Gupta,Varanasi,Clothing,Jacket,4473,1,10,4025.7,859.17
ORD0262,2025-12-27,Aman Yadav,Delhi,Electronics,Headphones,6026,3,15,15366.3,3403.92
ORD0263,2025-09-02,Rahul Verma,Lucknow,Clothing,Jacket,7035,4,5,26733.0,7734.93
ORD0264,2025-04-22,Priya Gupta,Chennai,Accessories,Wallet,2103,8,20,13459.2,3371.51
ORD0265,2025-02-27,Aarav Sharma,Hyderabad,Electronics,Keyboard,4159,6,0,24954.0,6969.93
ORD0266,2025-09-24,Anjali Mishra,Delhi,Accessories,Watch,10383,3,5,29591.55,3906.95
ORD0267,2025-01-29,Anjali Mishra,Mumbai,Furniture,Coffee Table,11008,2,20,17612.8,2842.19
ORD0268,2025-06-07,Sneha Roy,Varanasi,Accessories,Sunglasses,4242,1,20,3393.6,561.96
ORD0269,2025-08-05,Neha Patel,Delhi,Home Appliances,Air Cooler,6049,4,20,19356.8,1321.24
ORD0270,2025-04-03,Rahul Verma,Jaipur,Accessories,Backpack,1365,8,0,10920.0,1329.76
ORD0271,2025-12-05,Vikas Singh,Mumbai,Clothing,Sneakers,8848,7,15,52645.6,3688.48
ORD0272,2025-04-25,Aarav Sharma,Varanasi,Clothing,T-Shirt,865,7,20,4844.0,396.42
ORD0273,2025-06-27,Rahul Verma,Kolkata,Clothing,Sneakers,8448,7,5,56179.2,6285.22
ORD0274,2025-01-09,Priya Gupta,Bengaluru,Furniture,Office Chair,6055,7,20,33908.0,8189.24
ORD0275,2025-12-27,Aarav Sharma,Bengaluru,Electronics,Laptop,73924,1,15,62835.4,12532.28
ORD0276,2025-01-29,Rahul Verma,Hyderabad,Electronics,Headphones,8191,4,20,26211.2,2734.28
ORD0277,2025-12-11,Neha Patel,Bengaluru,Clothing,Jeans,3559,6,20,17083.2,3407.75
ORD0278,2025-02-01,Vikas Singh,Chennai,Clothing,Jeans,3904,4,15,13273.6,1660.86
ORD0279,2025-11-26,Karan Mehta,Jaipur,Furniture,Sofa,51428,8,0,411424.0,120577.08
ORD0280,2025-04-05,Vikas Singh,Lucknow,Accessories,Wallet,2105,7,5,13998.25,1749.39
ORD0281,2025-10-15,Rohit Kumar,Jaipur,Furniture,Desk,8927,3,15,22763.85,6343.95
ORD0282,2025-06-19,Karan Mehta,Delhi,Accessories,Belt,949,7,5,6310.85,717.85
ORD0283,2025-12-11,Pooja Agarwal,Chennai,Home Appliances,Air Cooler,7514,4,0,30056.0,3520.02
ORD0284,2025-10-14,Priya Gupta,Lucknow,Electronics,Monitor,9384,4,20,30028.8,6938.94
ORD0285,2025-03-02,Sneha Roy,Lucknow,Furniture,Bookshelf,7967,1,5,7568.65,2151.69
ORD0286,2025-05-25,Rohit Kumar,Lucknow,Furniture,Coffee Table,6350,7,5,42227.5,7939.61
ORD0287,2025-09-12,Anjali Mishra,Delhi,Accessories,Wallet,1663,5,10,7483.5,1333.59
ORD0288,2025-10-16,Priya Gupta,Mumbai,Home Appliances,Air Cooler,9328,6,10,50371.2,7731.1
ORD0289,2025-06-18,Priya Gupta,Jaipur,Electronics,Tablet,48261,7,10,304044.3,26787.17
ORD0290,2025-09-08,Sneha Roy,Lucknow,Accessories,Watch,9180,6,10,49572.0,11938.93
ORD0291,2025-10-07,Anjali Mishra,Mumbai,Home Appliances,Microwave,19005,6,5,108328.5,9206.8
ORD0292,2025-01-04,Rohit Kumar,Mumbai,Accessories,Backpack,1077,2,25,1615.5,100.37
ORD0293,2025-07-11,Aarav Sharma,Chennai,Furniture,Office Chair,9948,1,5,9450.6,1667.4
ORD0294,2025-07-30,Aarav Sharma,Varanasi,Accessories,Sunglasses,4496,1,0,4496.0,823.01
ORD0295,2025-12-24,Karan Mehta,Jaipur,Accessories,Wallet,2594,5,0,12970.0,2276.94
ORD0296,2025-09-27,Aman Yadav,Pune,Furniture,Office Chair,8156,3,5,23244.6,2277.58
ORD0297,2025-05-05,Sneha Roy,Bengaluru,Clothing,Sneakers,2794,6,15,14249.4,2347.58
ORD0298,2025-07-13,Vikas Singh,Lucknow,Clothing,T-Shirt,1838,1,0,1838.0,278.13
ORD0299,2025-08-11,Karan Mehta,Pune,Electronics,Mouse,338,3,0,1014.0,177.41
ORD0300,2025-12-21,Pooja Agarwal,Lucknow,Accessories,Backpack,1148,4,5,4362.4,1201.05
ORD0301,2025-10-06,Pooja Agarwal,Varanasi,Clothing,T-Shirt,2392,2,25,3588.0,1009.65
ORD0302,2025-12-31,Rohit Kumar,Delhi,Furniture,Bookshelf,3256,4,20,10419.2,896.55
ORD0303,2025-07-19,Karan Mehta,Hyderabad,Clothing,Jeans,3509,4,20,11228.8,2904.47
ORD0304,2025-06-27,Aarav Sharma,Delhi,Clothing,Sneakers,3792,2,20,6067.2,1434.07
ORD0305,2025-11-01,Rohit Kumar,Pune,Home Appliances,Microwave,8245,6,20,39576.0,9587.34
ORD0306,2025-10-11,Rohit Kumar,Jaipur,Electronics,Mouse,1419,8,15,9649.2,1032.8
ORD0307,2025-05-07,Sneha Roy,Delhi,Furniture,Coffee Table,9227,2,20,14763.2,1828.35
ORD0308,2025-03-20,Sneha Roy,Jaipur,Electronics,Tablet,22107,7,25,116061.75,28548.01
ORD0309,2025-08-16,Neha Patel,Kolkata,Clothing,Jacket,2872,2,0,5744.0,1641.29
ORD0310,2025-10-12,Vikas Singh,Jaipur,Electronics,Smartphone,15721,3,15,40088.55,6502.8
ORD0311,2025-11-03,Neha Patel,Jaipur,Electronics,Laptop,40873,6,20,196190.4,14374.1
ORD0312,2025-10-14,Priya Gupta,Chennai,Electronics,Tablet,39119,7,0,273833.0,63313.19
ORD0313,2025-06-04,Aman Yadav,Lucknow,Accessories,Watch,12228,7,5,81316.2,6888.3
ORD0314,2025-09-05,Riya Singh,Pune,Furniture,Office Chair,10479,7,10,66017.7,10250.94
ORD0315,2025-08-23,Riya Singh,Mumbai,Clothing,Jeans,3760,8,20,24064.0,4913.08
ORD0316,2025-07-14,Neha Patel,Lucknow,Clothing,T-Shirt,2443,7,10,15390.9,4007.84
ORD0317,2025-12-22,Priya Gupta,Lucknow,Clothing,Sneakers,3730,5,10,16785.0,3370.48
ORD0318,2025-11-21,Anjali Mishra,Chennai,Clothing,Jeans,2831,6,10,15287.4,3572.95
ORD0319,2025-10-16,Priya Gupta,Chennai,Furniture,Bookshelf,9161,5,15,38934.25,5499.61
ORD0320,2025-12-29,Priya Gupta,Lucknow,Accessories,Watch,12169,1,25,9126.75,1509.62
ORD0321,2025-11-21,Aman Yadav,Bengaluru,Clothing,T-Shirt,2177,7,25,11429.25,1998.13
ORD0322,2025-11-03,Anjali Mishra,Chennai,Clothing,Jeans,2933,7,0,20531.0,3331.5
ORD0323,2025-07-04,Sneha Roy,Hyderabad,Home Appliances,Electric Kettle,2875,7,20,16100.0,952.98
ORD0324,2025-03-27,Karan Mehta,Chennai,Accessories,Backpack,1695,4,25,5085.0,1099.24
ORD0325,2025-02-20,Aman Yadav,Bengaluru,Electronics,Keyboard,3773,6,15,19242.3,1471.77
ORD0326,2025-12-14,Pooja Agarwal,Hyderabad,Accessories,Belt,1305,8,10,9396.0,1388.57
ORD0327,2025-02-13,Riya Singh,Mumbai,Furniture,Bookshelf,3402,8,0,27216.0,3370.92
ORD0328,2025-06-28,Anjali Mishra,Delhi,Clothing,Jacket,4810,8,5,36556.0,6590.27
ORD0329,2025-12-30,Riya Singh,Varanasi,Home Appliances,Fan,4412,2,10,7941.6,485.79
ORD0330,2025-03-31,Vikas Singh,Mumbai,Clothing,T-Shirt,1886,3,25,4243.5,470.94
ORD0331,2025-11-19,Rahul Verma,Mumbai,Clothing,Shirt,2546,8,5,19349.6,4826.54
ORD0332,2025-07-19,Aarav Sharma,Bengaluru,Home Appliances,Fan,2039,4,15,6932.6,1373.01
ORD0333,2025-10-02,Rahul Verma,Pune,Furniture,Bookshelf,14530,2,20,23248.0,1753.78
ORD0334,2025-09-08,Vikas Singh,Pune,Clothing,Jeans,3074,2,10,5533.2,1204.44
ORD0335,2025-08-23,Pooja Agarwal,Mumbai,Accessories,Sunglasses,3715,2,10,6687.0,922.78
ORD0336,2025-03-02,Priya Gupta,Kolkata,Clothing,Shirt,3217,2,25,4825.5,402.87
ORD0337,2025-11-02,Rahul Verma,Chennai,Electronics,Smartphone,34464,3,20,82713.6,12168.48
ORD0338,2025-11-27,Rahul Verma,Hyderabad,Home Appliances,Fan,3321,8,25,19926.0,3673.25
ORD0339,2025-08-19,Pooja Agarwal,Varanasi,Furniture,Sofa,33929,3,5,96697.65,12439.67
ORD0340,2025-10-15,Vikas Singh,Lucknow,Clothing,T-Shirt,1492,3,5,4252.2,1079.23
ORD0341,2025-10-17,Aarav Sharma,Bengaluru,Home Appliances,Fan,5204,8,15,35387.2,3249.02
ORD0342,2025-08-23,Pooja Agarwal,Lucknow,Clothing,T-Shirt,1062,4,20,3398.4,415.17
ORD0343,2025-07-07,Vikas Singh,Varanasi,Accessories,Belt,863,2,10,1553.4,378.69
ORD0344,2025-12-01,Priya Gupta,Kolkata,Home Appliances,Electric Kettle,1695,7,0,11865.0,2776.38
ORD0345,2025-03-02,Priya Gupta,Bengaluru,Electronics,Headphones,5305,6,0,31830.0,5085.4
ORD0346,2025-04-16,Priya Gupta,Varanasi,Accessories,Wallet,2899,7,5,19278.35,3933.51
ORD0347,2025-06-15,Sneha Roy,Kolkata,Accessories,Wallet,2580,5,20,10320.0,1906.02
ORD0348,2025-07-30,Aarav Sharma,Kolkata,Clothing,Shirt,1895,2,5,3600.5,1046.64
ORD0349,2025-05-07,Karan Mehta,Jaipur,Furniture,Desk,8090,3,25,18202.5,2375.87
ORD0350,2025-08-20,Riya Singh,Delhi,Home Appliances,Microwave,16460,5,25,61725.0,9478.26
ORD0351,2025-06-17,Pooja Agarwal,Varanasi,Home Appliances,Electric Kettle,1939,6,15,9888.9,2843.69
ORD0352,2025-07-23,Priya Gupta,Jaipur,Electronics,Mouse,2177,6,0,13062.0,3251.39
ORD0353,2025-10-23,Rahul Verma,Chennai,Furniture,Sofa,32598,6,10,176029.2,23665.15
ORD0354,2025-08-24,Aarav Sharma,Delhi,Home Appliances,Air Cooler,17182,1,0,17182.0,1286.82
ORD0355,2025-12-19,Rahul Verma,Kolkata,Furniture,Sofa,44918,1,15,38180.3,3840.16
ORD0356,2025-12-07,Karan Mehta,Mumbai,Furniture,Bookshelf,4529,6,10,24456.6,1726.76
ORD0357,2025-04-30,Rohit Kumar,Delhi,Electronics,Headphones,11249,5,25,42183.75,9485.45
ORD0358,2025-04-26,Vikas Singh,Lucknow,Electronics,Laptop,48986,8,0,391888.0,32595.26
ORD0359,2025-08-05,Sneha Roy,Mumbai,Electronics,Laptop,80586,6,0,483516.0,143622.98
ORD0360,2025-02-22,Riya Singh,Pune,Home Appliances,Mixer,3875,7,0,27125.0,6311.74
ORD0361,2025-12-13,Rahul Verma,Delhi,Clothing,Jacket,3123,7,5,20767.95,4369.45
ORD0362,2025-04-20,Karan Mehta,Mumbai,Accessories,Belt,434,3,15,1106.7,152.5
ORD0363,2025-03-13,Riya Singh,Chennai,Home Appliances,Electric Kettle,2612,4,0,10448.0,2864.3
ORD0364,2025-11-27,Riya Singh,Bengaluru,Home Appliances,Air Cooler,13035,6,5,74299.5,8317.58
ORD0365,2025-04-16,Vikas Singh,Chennai,Accessories,Belt,1567,1,25,1175.25,316.09
ORD0366,2025-05-03,Anjali Mishra,Jaipur,Accessories,Watch,13252,7,10,83487.6,17661.17
ORD0367,2025-01-07,Neha Patel,Pune,Electronics,Smartphone,42740,2,20,68384.0,18612.83
ORD0368,2025-03-30,Anjali Mishra,Delhi,Furniture,Sofa,52249,7,10,329168.7,61419.28
ORD0369,2025-01-31,Rohit Kumar,Hyderabad,Electronics,Keyboard,1053,1,10,947.7,98.5
ORD0370,2025-11-24,Vikas Singh,Hyderabad,Clothing,Shirt,2501,7,25,13130.25,1977.01
ORD0371,2025-04-15,Rahul Verma,Hyderabad,Accessories,Watch,5546,2,10,9982.8,696.35
ORD0372,2025-05-03,Aarav Sharma,Bengaluru,Clothing,Sneakers,2583,5,25,9686.25,1543.71
ORD0373,2025-06-08,Karan Mehta,Mumbai,Electronics,Headphones,2900,8,20,18560.0,3752.98
ORD0374,2025-09-12,Neha Patel,Hyderabad,Electronics,Laptop,81392,3,25,183132.0,9676.26
ORD0375,2025-05-18,Sneha Roy,Delhi,Accessories,Wallet,1083,6,5,6173.1,1465.77
ORD0376,2025-12-31,Pooja Agarwal,Delhi,Electronics,Tablet,40136,5,20,160544.0,10590.77
ORD0377,2025-10-18,Rahul Verma,Pune,Home Appliances,Fan,5984,6,0,35904.0,6279.7
ORD0378,2025-01-02,Aarav Sharma,Varanasi,Furniture,Bookshelf,4685,2,5,8901.5,2093.59
ORD0379,2025-04-02,Aarav Sharma,Hyderabad,Furniture,Office Chair,20458,6,15,104335.8,29219.93
ORD0380,2025-06-13,Aman Yadav,Delhi,Home Appliances,Microwave,12272,4,15,41724.8,11639.7
ORD0381,2025-09-22,Aarav Sharma,Jaipur,Accessories,Wallet,889,1,5,844.55,89.35
ORD0382,2025-08-22,Aarav Sharma,Pune,Electronics,Headphones,5625,5,10,25312.5,1812.28
ORD0383,2025-08-26,Neha Patel,Chennai,Furniture,Bookshelf,12237,5,25,45888.75,9438.37
ORD0384,2025-07-29,Aarav Sharma,Bengaluru,Home Appliances,Microwave,19000,4,5,72200.0,3725.12
ORD0385,2025-07-12,Sneha Roy,Kolkata,Accessories,Wallet,439,6,0,2634.0,631.45
ORD0386,2025-01-31,Rahul Verma,Kolkata,Electronics,Smartphone,44721,4,15,152051.4,26305.99
ORD0387,2025-08-23,Sneha Roy,Delhi,Electronics,Laptop,50169,7,25,263387.25,72140.32
ORD0388,2025-02-08,Pooja Agarwal,Chennai,Accessories,Backpack,4940,3,25,11115.0,2834.22
ORD0389,2025-06-11,Rohit Kumar,Pune,Electronics,Headphones,11853,3,5,33781.05,4152.33
ORD0390,2025-03-11,Pooja Agarwal,Delhi,Clothing,Sneakers,5955,4,0,23820.0,6809.87
ORD0391,2025-03-03,Vikas Singh,Pune,Furniture,Office Chair,10386,8,15,70624.8,9075.87
ORD0392,2025-02-16,Rahul Verma,Kolkata,Furniture,Sofa,35205,8,10,253476.0,66694.74
ORD0393,2025-05-08,Neha Patel,Jaipur,Accessories,Backpack,2561,6,5,14597.7,1062.76
ORD0394,2025-07-27,Anjali Mishra,Hyderabad,Accessories,Backpack,3248,5,5,15428.0,891.28
ORD0395,2025-03-13,Riya Singh,Varanasi,Accessories,Watch,2551,8,0,20408.0,5121.88
ORD0396,2025-07-25,Neha Patel,Delhi,Electronics,Monitor,32590,4,5,123842.0,12326.4
ORD0397,2025-04-12,Karan Mehta,Lucknow,Accessories,Belt,1460,2,0,2920.0,873.93
ORD0398,2025-01-26,Rahul Verma,Chennai,Furniture,Office Chair,15864,2,0,31728.0,9060.57
ORD0399,2025-03-30,Neha Patel,Bengaluru,Home Appliances,Fan,5864,1,15,4984.4,1100.57
ORD0400,2025-11-14,Pooja Agarwal,Bengaluru,Furniture,Bookshelf,7585,8,5,57646.0,3381.65
ORD0401,2025-07-16,Rahul Verma,Jaipur,Clothing,Sneakers,8250,8,0,66000.0,4747.41
ORD0402,2025-07-03,Anjali Mishra,Hyderabad,Furniture,Coffee Table,7082,1,15,6019.7,1477.71
ORD0403,2025-01-14,Neha Patel,Chennai,Home Appliances,Air Cooler,15267,6,15,77861.7,9157.23
ORD0404,2025-10-27,Priya Gupta,Mumbai,Furniture,Office Chair,14205,1,15,12074.25,2201.84
ORD0405,2025-01-29,Priya Gupta,Chennai,Electronics,Smartphone,53048,4,10,190972.8,35028.69
ORD0406,2025-12-24,Neha Patel,Chennai,Home Appliances,Air Cooler,8846,3,5,25211.1,4995.07
ORD0407,2025-09-10,Vikas Singh,Kolkata,Electronics,Mouse,1740,3,20,4176.0,1198.9
ORD0408,2025-04-23,Aarav Sharma,Hyderabad,Furniture,Sofa,17487,2,0,34974.0,3782.64
ORD0409,2025-04-01,Neha Patel,Varanasi,Home Appliances,Mixer,4717,4,5,17924.6,2423.22
ORD0410,2025-07-06,Riya Singh,Pune,Electronics,Smartphone,48444,3,0,145332.0,38021.79
ORD0411,2025-03-22,Sneha Roy,Jaipur,Home Appliances,Electric Kettle,1213,6,10,6550.2,855.79
ORD0412,2025-03-31,Rohit Kumar,Kolkata,Home Appliances,Air Cooler,8854,6,5,50467.8,10920.37
ORD0413,2025-07-20,Pooja Agarwal,Varanasi,Clothing,Jeans,1927,1,25,1445.25,415.04
ORD0414,2025-09-12,Rahul Verma,Pune,Furniture,Coffee Table,8213,4,25,24639.0,4715.6
ORD0415,2025-02-15,Sneha Roy,Pune,Electronics,Smartphone,32728,6,5,186549.6,38997.58
ORD0416,2025-06-29,Aman Yadav,Delhi,Home Appliances,Mixer,4172,4,5,15853.6,3540.01
ORD0417,2025-03-27,Rohit Kumar,Lucknow,Electronics,Laptop,60292,8,25,361752.0,56040.2
ORD0418,2025-10-23,Karan Mehta,Bengaluru,Home Appliances,Air Cooler,14946,7,0,104622.0,26908.96
ORD0419,2025-05-14,Riya Singh,Delhi,Furniture,Sofa,19830,1,10,17847.0,981.93
ORD0420,2025-02-17,Neha Patel,Chennai,Clothing,Jeans,2737,3,25,6158.25,423.38
ORD0421,2025-08-11,Rahul Verma,Varanasi,Accessories,Sunglasses,753,7,25,3953.25,360.73
ORD0422,2025-10-04,Aman Yadav,Kolkata,Electronics,Tablet,25470,4,15,86598.0,19423.86
ORD0423,2025-09-09,Rahul Verma,Varanasi,Clothing,Jeans,1592,1,15,1353.2,261.09
ORD0424,2025-11-17,Pooja Agarwal,Lucknow,Clothing,T-Shirt,1375,2,10,2475.0,633.54
ORD0425,2025-02-11,Anjali Mishra,Delhi,Furniture,Office Chair,5843,4,5,22203.4,4652.67
ORD0426,2025-11-25,Vikas Singh,Jaipur,Clothing,Sneakers,9215,8,25,55290.0,6427.52
ORD0427,2025-05-15,Anjali Mishra,Lucknow,Furniture,Bookshelf,9249,6,5,52719.3,8511.21
ORD0428,2025-12-08,Riya Singh,Delhi,Clothing,Jeans,2300,1,5,2185.0,520.16
ORD0429,2025-07-18,Vikas Singh,Jaipur,Clothing,Shirt,2495,4,20,7984.0,520.92
ORD0430,2025-01-18,Vikas Singh,Chennai,Accessories,Sunglasses,2430,8,10,17496.0,1220.15
ORD0431,2025-03-27,Priya Gupta,Bengaluru,Accessories,Belt,1003,2,15,1705.1,158.95
ORD0432,2025-11-18,Rahul Verma,Chennai,Furniture,Office Chair,18873,2,25,28309.5,4496.92
ORD0433,2025-07-23,Vikas Singh,Pune,Clothing,Jacket,7956,2,0,15912.0,2339.46
ORD0434,2025-09-25,Rohit Kumar,Delhi,Clothing,Shirt,2676,1,25,2007.0,412.97
ORD0435,2025-02-21,Aman Yadav,Hyderabad,Home Appliances,Microwave,9428,2,0,18856.0,3595.29
ORD0436,2025-11-08,Anjali Mishra,Varanasi,Clothing,Sneakers,5827,7,25,30591.75,5243.31
ORD0437,2025-12-22,Rohit Kumar,Varanasi,Furniture,Bookshelf,9602,3,20,23044.8,4658.82
ORD0438,2025-05-18,Neha Patel,Varanasi,Home Appliances,Air Cooler,17313,4,0,69252.0,16373.77
ORD0439,2025-12-17,Riya Singh,Bengaluru,Clothing,Jacket,4547,5,15,19324.75,5112.53
ORD0440,2025-11-06,Karan Mehta,Delhi,Furniture,Bookshelf,10259,6,10,55398.6,12863.55
ORD0441,2025-09-22,Neha Patel,Varanasi,Furniture,Sofa,28853,7,25,151478.25,25920.21
ORD0442,2025-03-11,Vikas Singh,Chennai,Accessories,Watch,2075,5,25,7781.25,1374.94
ORD0443,2025-08-22,Aarav Sharma,Pune,Electronics,Smartphone,22632,4,0,90528.0,10172.86
ORD0444,2025-03-05,Karan Mehta,Varanasi,Furniture,Bookshelf,9035,8,20,57824.0,8629.4
ORD0445,2025-08-31,Pooja Agarwal,Hyderabad,Furniture,Bookshelf,11008,8,5,83660.8,24272.52
ORD0446,2025-02-16,Aman Yadav,Varanasi,Clothing,Jacket,3339,5,25,12521.25,3226.95
ORD0447,2025-12-13,Priya Gupta,Kolkata,Home Appliances,Mixer,3334,4,5,12669.2,2683.91
ORD0448,2025-11-28,Rahul Verma,Chennai,Home Appliances,Electric Kettle,882,1,15,749.7,208.33
ORD0449,2025-11-26,Aman Yadav,Jaipur,Electronics,Smartphone,26540,5,25,99525.0,29037.03
ORD0450,2025-12-13,Vikas Singh,Chennai,Home Appliances,Air Cooler,13520,5,5,64220.0,10703.84
ORD0451,2025-07-11,Vikas Singh,Chennai,Home Appliances,Electric Kettle,1219,1,20,975.2,292.42
ORD0452,2025-05-22,Karan Mehta,Pune,Accessories,Wallet,1622,2,15,2757.4,181.88
ORD0453,2025-05-04,Aarav Sharma,Chennai,Clothing,Jacket,7374,5,5,35026.5,3064.2
ORD0454,2025-09-12,Aman Yadav,Kolkata,Home Appliances,Air Cooler,17153,3,25,38594.25,2175.32
ORD0455,2025-10-20,Priya Gupta,Pune,Home Appliances,Fan,4980,1,20,3984.0,904.44
ORD0456,2025-03-29,Karan Mehta,Hyderabad,Furniture,Coffee Table,10794,6,20,51811.2,6478.92
ORD0457,2025-10-14,Rahul Verma,Pune,Furniture,Bookshelf,4599,8,5,34952.4,8221.84
ORD0458,2025-08-04,Neha Patel,Pune,Electronics,Smartphone,33283,4,25,99849.0,26745.36
ORD0459,2025-11-21,Pooja Agarwal,Chennai,Clothing,Shirt,2004,8,0,16032.0,2687.51
ORD0460,2025-12-15,Rohit Kumar,Hyderabad,Accessories,Backpack,4668,4,20,14937.6,1194.32
ORD0461,2025-06-25,Rohit Kumar,Chennai,Clothing,Sneakers,2385,3,5,6797.25,2026.17
ORD0462,2025-11-20,Rahul Verma,Pune,Home Appliances,Microwave,12183,3,0,36549.0,6282.6
ORD0463,2025-03-28,Pooja Agarwal,Mumbai,Electronics,Laptop,64625,5,5,306968.75,73764.08
ORD0464,2025-08-08,Anjali Mishra,Jaipur,Home Appliances,Mixer,3060,7,25,16065.0,2527.87
ORD0465,2025-01-08,Neha Patel,Hyderabad,Electronics,Laptop,69981,4,25,209943.0,30079.66
ORD0466,2025-06-26,Aman Yadav,Mumbai,Furniture,Office Chair,5135,4,5,19513.0,4358.84
ORD0467,2025-01-24,Aman Yadav,Kolkata,Electronics,Headphones,9246,5,5,43918.5,2912.75
ORD0468,2025-03-10,Neha Patel,Lucknow,Home Appliances,Electric Kettle,2946,6,15,15024.6,4086.59
ORD0469,2025-03-09,Priya Gupta,Varanasi,Clothing,Jeans,1875,7,0,13125.0,1405.75
ORD0470,2025-01-20,Rohit Kumar,Kolkata,Accessories,Belt,1092,2,10,1965.6,447.72
ORD0471,2025-01-11,Aarav Sharma,Delhi,Accessories,Belt,599,1,25,449.25,34.6
ORD0472,2025-12-26,Rahul Verma,Bengaluru,Home Appliances,Fan,4915,2,20,7864.0,890.08
ORD0473,2025-11-15,Pooja Agarwal,Mumbai,Electronics,Tablet,39582,2,25,59373.0,10691.73
ORD0474,2025-02-24,Anjali Mishra,Bengaluru,Home Appliances,Mixer,6190,2,10,11142.0,874.68
ORD0475,2025-07-03,Sneha Roy,Jaipur,Accessories,Watch,13746,5,20,54984.0,16125.7
ORD0476,2025-09-04,Neha Patel,Bengaluru,Clothing,Jeans,1361,8,5,10343.6,2296.81
ORD0477,2025-12-09,Anjali Mishra,Mumbai,Electronics,Laptop,79016,2,0,158032.0,40899.95
ORD0478,2025-05-12,Karan Mehta,Bengaluru,Electronics,Monitor,23767,2,25,35650.5,8231.49
ORD0479,2025-03-31,Aarav Sharma,Kolkata,Home Appliances,Air Cooler,10327,8,0,82616.0,6192.25
ORD0480,2025-01-24,Aarav Sharma,Mumbai,Clothing,Jacket,5489,2,0,10978.0,2885.14
ORD0481,2025-02-17,Neha Patel,Pune,Furniture,Bookshelf,8857,8,20,56684.8,6636.51
ORD0482,2025-07-17,Sneha Roy,Lucknow,Furniture,Office Chair,18132,7,15,107885.4,12725.98
ORD0483,2025-03-23,Riya Singh,Jaipur,Home Appliances,Microwave,8852,3,25,19917.0,4612.83
ORD0484,2025-07-03,Pooja Agarwal,Varanasi,Accessories,Sunglasses,4089,3,20,9813.6,1422.36
ORD0485,2025-02-02,Aman Yadav,Pune,Furniture,Sofa,46989,2,15,79881.3,12794.75
ORD0486,2025-09-23,Vikas Singh,Chennai,Electronics,Mouse,2449,4,25,7347.0,1971.1
ORD0487,2025-12-13,Karan Mehta,Jaipur,Electronics,Headphones,11841,4,15,40259.4,5492.89
ORD0488,2025-09-16,Anjali Mishra,Lucknow,Furniture,Coffee Table,3894,1,25,2920.5,828.23
ORD0489,2025-05-23,Aarav Sharma,Hyderabad,Furniture,Office Chair,21110,6,5,120327.0,15970.25
ORD0490,2025-08-16,Pooja Agarwal,Lucknow,Furniture,Coffee Table,9203,7,5,61199.95,4266.1
ORD0491,2025-09-12,Sneha Roy,Varanasi,Electronics,Monitor,23333,8,10,167997.6,13385.5
ORD0492,2025-02-16,Pooja Agarwal,Chennai,Electronics,Headphones,7755,1,20,6204.0,1161.85
ORD0493,2025-06-24,Neha Patel,Varanasi,Clothing,Shirt,3103,4,25,9309.0,2028.14
ORD0494,2025-08-20,Riya Singh,Delhi,Furniture,Sofa,36756,8,25,220536.0,47259.06
ORD0495,2025-05-30,Vikas Singh,Hyderabad,Furniture,Office Chair,16185,6,25,72832.5,21202.15
ORD0496,2025-07-29,Riya Singh,Kolkata,Clothing,T-Shirt,593,3,15,1512.15,128.7
ORD0497,2025-04-08,Sneha Roy,Pune,Accessories,Watch,4072,2,15,6922.4,719.22
ORD0498,2025-10-29,Riya Singh,Lucknow,Electronics,Monitor,20581,1,25,15435.75,4003.52
ORD0499,2025-01-25,Vikas Singh,Jaipur,Home Appliances,Electric Kettle,2865,3,15,7305.75,373.21
ORD0500,2025-03-07,Riya Singh,Jaipur,Accessories,Sunglasses,4664,3,25,10494.0,2042.54
ORD0501,2025-12-21,Priya Gupta,Kolkata,Accessories,Belt,1718,7,15,10222.1,3014.24
ORD0502,2025-11-05,Sneha Roy,Hyderabad,Home Appliances,Air Cooler,10819,8,5,82224.4,6951.66
ORD0503,2025-05-29,Karan Mehta,Pune,Clothing,Shirt,2085,4,5,7923.0,811.54
ORD0504,2025-06-30,Vikas Singh,Lucknow,Furniture,Desk,12255,6,25,55147.5,4348.45
ORD0505,2025-09-25,Riya Singh,Varanasi,Accessories,Belt,2109,5,15,8963.25,2259.42
ORD0506,2025-03-24,Aman Yadav,Kolkata,Home Appliances,Microwave,7869,1,5,7475.55,872.73
ORD0507,2025-08-20,Riya Singh,Chennai,Furniture,Office Chair,14671,4,20,46947.2,2726.53
ORD0508,2025-12-23,Aman Yadav,Varanasi,Accessories,Watch,13163,7,5,87533.95,15557.46
ORD0509,2025-05-09,Priya Gupta,Chennai,Home Appliances,Fan,5212,6,20,25017.6,1587.38
